Marca,Modelo,Precio,Provincia,Año,Kilometraje,Transmisión,Dirección,Motor,Tracción,Color,Combustible,Enlace
FORD,TERRITORY TREND,21500.0,PICHINCHA,2022,49109,AUTOMATICA,ASISTIDA,1500,4x2,BLANCO,GASOLINA,
FORD,TERRITORY TREND,21900.0,PICHINCHA,2022,50000,AUTOMATICA,ELECTRONICA,1500,4x2,NEGRO,GASOLINA,
FORD,TERRITORY,21900.0,PICHINCHA,2022,50000,AUTOMATICA,ELECTRONICA,1500,4x2,NEGRO,GASOLINA,
FORD,TERRITORY TREND,20600.0,PICHINCHA,2021,103010,TIPTRONIC,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,
FORD,TERRITORY,20600.0,PICHINCHA,2021,63000,TIPTRONIC,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,
FORD,TERRITORY TREND,19900.0,PICHINCHA,2022,47000,AUTOMATICA,ASISTIDA,1500,4x2,CELESTE,GASOLINA,
FORD,TERRITORY,19800.0,SANTO DOMINGO DE LOS TSACHILAS,2021,70000,AUTOMATICA,ELECTRONICA,2488,4x4,PLOMO,GASOLINA,
FORD,TRANSIT CUSTOM TREN,17400.0,GUAYAS,2019,35100,MANUAL,HIDRAULICA,2000,4x2,BLANCO,DIESEL,
FORD,SPORT TRACK,10900.0,PICHINCHA,2007,162000,AUTOMATICA,HIDRAULICA,4000,4x4,BLANCO,GASOLINA,
FORD,SPORT TRACK,11990.0,PICHINCHA,2007,260000,AUTOMATICA,HIDRAULICA,4000,4x4,VINO,GASOLINA,
FORD,SPORT TRACK,11900.0,PICHINCHA,2007,260000,AUTOMATICA,ASISTIDA,4000,4x4,ROJO,GASOLINA,
FORD,SPORT TRACK,10400.0,PICHINCHA,2008,144098,AUTOMATICA,HIDRAULICA,4000,4x4,AZUL,GASOLINA,
FORD,SPORT TRACK,12300.0,COTOPAXI,2010,129099,AUTOMATICA,HIDRAULICA,4000,4x4,CAFE,GASOLINA,
FORD,SPORT TRACK,11900.0,BOLIVAR,2011,204000,DSG,HIDRAULICA,1000,4x2,PLOMO,ELECTRICO,
FORD,ESCAPE HIBRIDO,10990.0,PICHINCHA,2010,225000,AUTOMATICA,HIDRAULICA,2500,4x2,NEGRO,HIBRIDO,
FORD,ESCAPE HIBRIDO,11000.0,PICHINCHA,2010,160000,AUTOMATICA,HIDRAULICA,1999,4x2,BLANCO,GASOLINA,
FORD,ESCAPE HIBRIDO,10800.0,PICHINCHA,2011,200000,AUTOMATICA,HIDRAULICA,2500,4x2,AZUL,GASOLINA,
FORD,FUSION,10900.0,PICHINCHA,2010,100000,AUTOMATICA,HIDRAULICA,2500,4x2,PLOMO,HIBRIDO,
FORD,F150 XLT,33400.0,COTOPAXI,2017,66000,AUTOMATICA,HIDRAULICA,3500,4x2,VINO,GASOLINA,
FORD,F150 XLT,33400.0,COTOPAXI,2017,66000,AUTOMATICA,ELECTRONICA,3500,4x2,VINO,GASOLINA,
FORD,RANGER XLS,32800.0,IMBABURA,2019,100400,MANUAL,HIDRAULICA,3200,4x4,ROJO,DIESEL,
FORD,RANGER,30900.0,PICHINCHA,2019,100000,MANUAL,ASISTIDA,3200,4x4,ROJO,GASOLINA,
FORD,RANGER,34500.0,PICHINCHA,2023,16800,MANUAL,ELECTRONICA,2500,4x2,BLANCO,GASOLINA,
FORD,F150 LARIAT SC ECOBOOST,33990.0,PICHINCHA,2015,203000,AUTOMATICA,HIDRAULICA,3500,4x4,PLOMO,GASOLINA,
FORD,SPORT TRACK,14900.0,IMBABURA,2011,173000,AUTOMATICA,MECANICA,4000,4x4,CAFE,GASOLINA,
FORD,SPORT TRACK,10300.0,GUAYAS,2007,110000,AUTOMATICA,HIDRAULICA,4000,4x4,NEGRO,GASOLINA,
FORD,EXPEDITION EDDIE BAUER,14900.0,AZUAY,2003,165700,AUTOMATICA,HIDRAULICA,5400,4x2,PLOMO,GASOLINA,
FORD,EXPEDITION EDDIE BAUER,10400.0,GUAYAS,2003,253992,AUTOMATICA,HIDRAULICA,5400,4x4,AZUL,GASOLINA,
FORD,EXPEDITION EDDIE BAUER,10400.0,GUAYAS,2003,220000,AUTOMATICA,HIDRAULICA,5400,4x4,AZUL,GASOLINA,
FORD,SPORT TRACK,15800.0,PICHINCHA,2009,129000,AUTOMATICA,MECANICA,5400,4x2,PLOMO,GASOLINA,
FORD,EXPLORER SPORT 4X4,26400.0,GUAYAS,2018,100000,AUTOMATICA,ASISTIDA,3500,4x4,PLOMO,GASOLINA,
FORD,350,38000.0,PICHINCHA,2013,240232,AUTOMATICA,HIDRAULICA,5400,4x2,PLOMO,GASOLINA,
FORD,FIESTA POWER,5300.0,PICHINCHA,2003,285606,MANUAL,HIDRAULICA,1600,4x2,CREMA,GASOLINA,
FORD,BRONCO,48400.0,PICHINCHA,2022,19000,TIPTRONIC,ELECTRONICA,2000,4x4,ROJO,GASOLINA,
FORD,BRONCO SPORT WILDTRAK,48400.0,PICHINCHA,2022,19000,TIPTRONIC,ELECTRONICA,2000,4x4,ROJO,GASOLINA,
FORD,F150 LARIAT,43900.0,COTOPAXI,2018,90000,CVT,ASISTIDA,2378,AWD,CREMA,DIESEL,
FORD,F150 LARIAT,43900.0,MANABI,2018,90000,AUTOMATICA,ELECTRONICA,3500,4x4,CREMA,GASOLINA,
FORD,F150 LARIAT,43900.0,MORONA SANTIAGO,2018,90000,DSG,ELECTRONICA,1991,AWD,ROSADO,HIBRIDO,
FORD,F150 LARIAT,46900.0,PICHINCHA,2018,92000,AUTOMATICA,ASISTIDA,3500,AWD,AZUL,GASOLINA,
FORD,SPORT TRACK,7990.0,BOLIVAR,2003,250000,SECUENCIAL,ELECTRONICA,1969,4x2,CELESTE,DIESEL,
FORD,SPORT TRACK,8800.0,PICHINCHA,2003,264723,AUTOMATICA,HIDRAULICA,4000,4x4,NEGRO,GASOLINA,
KIA,SONET,19970.0,PICHINCHA,2023,28011,MANUAL,ELECTRONICA,2776,4x2,BLANCO,GASOLINA,
KIA,SONET,19970.0,PICHINCHA,2023,28011,MANUAL,ELECTRONICA,1500,4x2,BLANCO,GASOLINA,
KIA,OPTIMA,17900.0,PICHINCHA,2019,67000,AUTOMATICA,ELECTRONICA,2000,4x2,NEGRO,HIBRIDO,
FORD,F150 XLT LARIAT FLARESIDE,7000.0,PICHINCHA,2003,400000,AUTOMATICA,HIDRAULICA,5400,4x4,ROJO,GASOLINA,
FIAT,STRADA,9900.0,PICHINCHA,2013,98000,MANUAL,HIDRAULICA,1500,4x2,ROJO,GASOLINA,
FIAT,STRADA,9890.0,PICHINCHA,2015,209000,MANUAL,HIDRAULICA,1400,4x2,BLANCO,GASOLINA,
FIAT,STRADA,9890.0,PICHINCHA,2015,209000,MANUAL,HIDRAULICA,1400,4x2,BLANCO,GASOLINA,
FORD,ECOSPORT,8500.0,PICHINCHA,2007,160000,MANUAL,HIDRAULICA,2000,4x2,ROJO,GASOLINA,
FORD,ECOSPORT,9000.0,PICHINCHA,2008,150000,MANUAL,HIDRAULICA,1488,4x2,BLANCO,GASOLINA,
KIA,SOUL,14500.0,MANABI,2016,63500,AUTOMATICA,MECANICA,2600,4x2,BLANCO,ELECTRICO,
KIA,NIRO HIBRIDO,16900.0,PICHINCHA,2017,93007,AUTOMATICA,ELECTRONICA,1600,4x2,BLANCO,GASOLINA,
KIA,NIRO HIBRIDO,16490.0,PICHINCHA,2018,81000,AUTOMATICA,ASISTIDA,1600,4x2,PLOMO,GASOLINA,
KIA,NIRO HIBRIDO,16470.0,PICHINCHA,2018,85650,AUTOMATICA,ELECTRONICA,1600,4x2,ROJO,HIBRIDO,
KIA,NIRO HIBRIDO,16990.0,PICHINCHA,2018,140000,TIPTRONIC,HIDRAULICA,5300,4x2,PLOMO,HIBRIDO,
KIA,OPTIMA,15400.0,PICHINCHA,2017,122000,AUTOMATICA,ASISTIDA,2000,4x4,PLOMO,HIBRIDO,
KIA,OPTIMA,16300.0,PASTAZA,2017,92195,AUTOMATICA,HIDRAULICA,2000,4x2,PLOMO,HIBRIDO,
KIA,OPTIMA,15990.0,PICHINCHA,2017,81461,AUTOMATICA,ASISTIDA,2000,4x2,VINO,HIBRIDO,
KIA,OPTIMA,15790.0,PICHINCHA,2017,81500,AUTOMATICA,HIDRAULICA,2000,4x2,ROJO,HIBRIDO,
KIA,OPTIMA,15900.0,PICHINCHA,2017,70000,AUTOMATICA,ELECTRONICA,2000,4x2,PLOMO,HIBRIDO,
KIA,OPTIMA,15900.0,IMBABURA,2017,118000,AUTOMATICA,MECANICA,2800,AWD,NEGRO,GASOLINA,
KIA,OPTIMA,16900.0,PICHINCHA,2018,67000,AUTOMATICA,ELECTRONICA,2000,4x2,PLOMO,HIBRIDO,
KIA,OPTIMA,16900.0,PICHINCHA,2018,67000,AUTOMATICA,ELECTRONICA,2000,4x2,PLOMO,HIBRIDO,
KIA,OPTIMA,14900.0,PICHINCHA,2017,104000,AUTOMATICA,HIDRAULICA,2000,4x2,BLANCO,HIBRIDO,
HYUNDAI,ACCENT,13500.0,PICHINCHA,2016,161000,MANUAL,HIDRAULICA,1600,4x2,PLOMO,GASOLINA,
HYUNDAI,ACCENT,14400.0,PICHINCHA,2016,106000,MANUAL,ELECTRONICA,1600,4x2,BLANCO,GASOLINA,
HYUNDAI,ACCENT NEW,14000.0,TUNGURAHUA,2016,277000,MANUAL,MECANICA,1400,4x4,PLOMO,GASOLINA,
HYUNDAI,ACCENT,14000.0,PICHINCHA,2018,166081,MANUAL,HIDRAULICA,1400,4x2,NEGRO,GASOLINA,
HYUNDAI,ACCENT,15500.0,PICHINCHA,2019,86000,MANUAL,HIDRAULICA,1400,4x2,PLOMO,GASOLINA,
HYUNDAI,ACCENT,15800.0,PICHINCHA,2019,49000,MANUAL,ELECTRONICA,1600,4x2,VINO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,30640,AUTOMATICA,ELECTRONICA,1600,4x2,PLOMO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,28014,AUTOMATICA,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,27192,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,CARENS,25500.0,PICHINCHA,2023,13081,MANUAL,ELECTRONICA,1500,4x2,ROJO,GASOLINA,
KIA,CARENS,23460.0,PICHINCHA,2023,29040,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,31600,MANUAL,ELECTRONICA,1500,4x2,BLANCO,GASOLINA,
KIA,CARENS,23460.0,PICHINCHA,2023,30831,MANUAL,ELECTRONICA,1500,4x2,BLANCO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,31556,MANUAL,ELECTRONICA,1500,4x2,BLANCO,GASOLINA,
KIA,CARENS,23460.0,PICHINCHA,2023,29982,MANUAL,ASISTIDA,1500,4x2,BLANCO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,30942,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,CARENS,24470.0,PICHINCHA,2023,29106,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
KIA,CARENS,23460.0,PICHINCHA,2023,29911,MANUAL,ELECTRONICA,1500,4x2,AZUL,GASOLINA,
KIA,CARENS,23460.0,PICHINCHA,2023,35034,MANUAL,ELECTRONICA,1500,4x2,AZUL,GASOLINA,
KIA,CARENS,23460.0,PICHINCHA,2023,35696,MANUAL,ASISTIDA,1500,4x2,BLANCO,GASOLINA,
KIA,SPORTAGE EUROPA,19900.0,PICHINCHA,2017,132000,AUTOMATICA,ELECTRONICA,2000,4x2,AZUL,GASOLINA,
KIA,MOHAVE,15500.0,PICHINCHA,2010,135000,AUTOMATICA,HIDRAULICA,3800,4x4,PLOMO,GASOLINA,
FORD,F150,46900.0,PICHINCHA,2020,43000,AUTOMATICA,HIDRAULICA,3300,4x4,PLOMO,GASOLINA,
FORD,MUSTANG,49990.0,PICHINCHA,2018,75000,AUTOMATICA,HIDRAULICA,2000,4x2,ROJO,GASOLINA,
FORD,F150 XLT,46900.0,PICHINCHA,2020,43000,AUTOMATICA,ELECTRONICA,3300,4x4,PLOMO,GASOLINA,
FIAT,SIENA,5990.0,LOJA,2004,233470,MANUAL,HIDRAULICA,1600,4x2,PLOMO,GASOLINA,
FORD,ECOSPORT,6900.0,COTOPAXI,2007,180000,MANUAL,ASISTIDA,2000,4x4,NEGRO,GASOLINA,
FORD,EDGE ST,46400.0,GUAYAS,2019,45589,AUTOMATICA,MECANICA,2700,4x4,ROJO,GASOLINA,
FORD,F150 DC,47500.0,COTOPAXI,2018,54000,AUTOMATICA,ELECTRONICA,1297,4x4,CREMA,GASOLINA,
FIAT,PALIO ADVENTURE,5300.0,SANTO DOMINGO DE LOS TSACHILAS,2007,380000,MANUAL,HIDRAULICA,1800,4x2,BLANCO,GASOLINA,
FIAT,PALIO,5900.0,PICHINCHA,2006,306000,STEPTRONIC,HIDRAULICA,1300,AWD,ROJO,DIESEL,
KIA,OPIRUS,11900.0,PICHINCHA,2008,116000,AUTOMATICA,HIDRAULICA,3800,4x2,NEGRO,GASOLINA,
HYUNDAI,ACCENT NEW,20600.0,PICHINCHA,2024,13000,MANUAL,HIDRAULICA,1600,4x2,PLOMO,GASOLINA,
KIA,STONIC LX,14500.0,PICHINCHA,2021,59000,MANUAL,HIDRAULICA,1000,4x2,PLOMO,GASOLINA,
KIA,STONIC LX,12900.0,PICHINCHA,2021,93000,MANUAL,ASISTIDA,1000,4x2,AZUL,HIBRIDO,
KIA,STONIC,14800.0,PICHINCHA,2021,38500,MANUAL,ELECTRONICA,1100,4x2,NEGRO,HIBRIDO,
KIA,STONIC,14200.0,PICHINCHA,2021,54000,MANUAL,HIDRAULICA,1000,4x2,PLOMO,HIBRIDO,
KIA,STONIC,14500.0,PICHINCHA,2021,45000,MANUAL,HIDRAULICA,1000,4x2,NEGRO,HIBRIDO,
KIA,STONIC LX,12790.0,PICHINCHA,2021,108000,MANUAL,HIDRAULICA,1000,4x2,AZUL,HIBRIDO,
KIA,STONIC,14900.0,IMBABURA,2022,55166,MANUAL,HIDRAULICA,1000,4x2,PLOMO,GASOLINA,
KIA,STONIC LX,14900.0,PICHINCHA,2022,45698,MANUAL,HIDRAULICA,1000,4x2,PLOMO,GASOLINA,
KIA,STONIC LX,14170.0,PICHINCHA,2022,27498,MANUAL,ASISTIDA,1000,4x2,PLOMO,GASOLINA,
KIA,STONIC,14170.0,MANABI,2022,23382,MANUAL,ELECTRONICA,1000,4x2,BLANCO,GASOLINA,
KIA,CARNIVAL,24990.0,IMBABURA,2018,74000,TIPTRONIC,HIDRAULICA,3649,AWD,PLOMO,GASOLINA,
KIA,CARNIVAL,15500.0,PICHINCHA,2015,102000,MANUAL,HIDRAULICA,2900,4x2,AZUL,DIESEL,
KIA,SORENTO,12000.0,GUAYAS,2012,134000,MANUAL,HIDRAULICA,2400,4x2,VINO,GASOLINA,
KIA,SOLUTO,14270.0,PICHINCHA,2024,39574,MANUAL,ELECTRONICA,1400,4x2,BLANCO,GASOLINA,
KIA,SOLUTO LX,14270.0,PICHINCHA,2024,22900,MANUAL,ELECTRONICA,1400,4x2,BLANCO,GASOLINA,
KIA,SOLUTO,14270.0,PICHINCHA,2024,26114,MANUAL,ELECTRONICA,5600,4x2,BLANCO,GASOLINA,
KIA,SOLUTO LX,14270.0,PICHINCHA,2024,34002,MANUAL,ELECTRONICA,1400,4x2,BLANCO,GASOLINA,
KIA,SOLUTO LX,14270.0,PICHINCHA,2024,35477,MANUAL,HIDRAULICA,1400,4x2,BLANCO,GASOLINA,
KIA,SOLUTO LX,14270.0,PICHINCHA,2024,30200,MANUAL,ASISTIDA,1400,4x2,BLANCO,GASOLINA,
KIA,SOLUTO LX,14270.0,PICHINCHA,2024,27753,MANUAL,ELECTRONICA,1400,4x2,BLANCO,GASOLINA,
KIA,SOLUTO LX,14270.0,PICHINCHA,2024,29288,MANUAL,ELECTRONICA,1400,4x2,BLANCO,GASOLINA,
KIA,SOLUTO,13900.0,PICHINCHA,2023,29000,MANUAL,HIDRAULICA,2700,4x2,AMARILLO,GASOLINA,
KIA,SOLUTO,13700.0,PICHINCHA,2023,50181,MANUAL,HIDRAULICA,1400,4x2,NEGRO,GASOLINA,
KIA,SOLUTO,13900.0,PICHINCHA,2021,51000,MANUAL,HIDRAULICA,1400,4x2,PLOMO,GASOLINA,
KIA,SOLUTO,14000.0,ESMERALDAS,2020,34000,MANUAL,HIDRAULICA,1991,AWD,CREMA,GASOLINA,
KIA,SPORTAGE LX,12500.0,BOLIVAR,2013,288000,MANUAL,ELECTRONICA,2776,4x4,NARANJA,DIESEL,
KIA,SELTOS,19990.0,IMBABURA,2020,80000,MANUAL,MECANICA,1999,4x2,AMARILLO,GASOLINA,
KIA,SELTOS,19990.0,PICHINCHA,2020,80000,AUTOMATICA,MECANICA,1600,4x2,BLANCO,GASOLINA,
KIA,SPORTAGE R LX 2.0,20670.0,PICHINCHA,2021,114633,MANUAL,ELECTRONICA,2000,4x2,AZUL,GASOLINA,
HYUNDAI,TUCSON TA,31500.0,PICHINCHA,2023,40000,TIPTRONIC,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,
HYUNDAI,SANTA FE,27500.0,GUAYAS,2018,65000,AUTOMATICA,HIDRAULICA,3604,AWD,PLOMO,GASOLINA,
HYUNDAI,TUCSON TA,33900.0,COTOPAXI,2024,25700,MANUAL,ASISTIDA,2000,4x2,ROJO,GASOLINA,
HYUNDAI,SONATA HYBRID,27900.0,PICHINCHA,2022,32978,AUTOMATICA,HIDRAULICA,2000,4x2,AZUL,HIBRIDO,
HYUNDAI,SONATA HYBRID,28000.0,PICHINCHA,2022,33000,AUTOMATICA,ELECTRONICA,2000,4x2,AZUL,HIBRIDO,
HYUNDAI,SONATA,27900.0,PICHINCHA,2023,41000,AUTOMATICA,HIDRAULICA,2000,4x2,AMARILLO,HIBRIDO,
HYUNDAI,SANTA FE,41500.0,PICHINCHA,2023,24000,AUTOMATICA,ELECTRONICA,2500,4x2,PLOMO,GASOLINA,
HYUNDAI,SANTA FE,37500.0,PICHINCHA,2023,42130,AUTOMATICA,ASISTIDA,2500,4x2,PLOMO,GASOLINA,
HYUNDAI,SANTA FE,37500.0,PICHINCHA,2023,42130,AUTOMATICA,HIDRAULICA,2500,4x2,PLOMO,GASOLINA,
HONDA,ODISSEY,28800.0,PICHINCHA,2014,134000,AUTOMATICA,HIDRAULICA,3500,4x2,PLOMO,GASOLINA,
HONDA,PASSPORT,40700.0,CANAR,2022,32000,AUTOMATICA,HIDRAULICA,3500,AWD,PLOMO,GASOLINA,
HYUNDAI,H1,39800.0,CHIMBORAZO,2024,40000,MANUAL,HIDRAULICA,2200,4x2,AZUL,DIESEL,
KIA,STONIC,17400.0,PICHINCHA,2021,10000,MANUAL,ELECTRONICA,1000,4x2,BLANCO,HIBRIDO,
KIA,STONIC LX,17390.0,PICHINCHA,2021,60000,AUTOMATICA,ELECTRONICA,1000,4x2,VERDE,HIBRIDO,
KIA,STONIC LX,15600.0,PICHINCHA,2021,40000,TIPTRONIC,ASISTIDA,1000,4x2,VERDE,GASOLINA,
KIA,STONIC LX,16460.0,PICHINCHA,2023,31392,MANUAL,ELECTRONICA,1000,4x2,AZUL,HIBRIDO,
KIA,STONIC,16900.0,IMBABURA,2023,48000,MANUAL,HIDRAULICA,1000,4x2,PLOMO,GASOLINA,
KIA,STONIC,16000.0,PICHINCHA,2023,42391,MANUAL,ELECTRONICA,1000,4x2,ROJO,GASOLINA,
KIA,STONIC LX,15990.0,IMBABURA,2023,36553,MANUAL,ASISTIDA,1000,4x2,NEGRO,HIBRIDO,
KIA,STONIC LX,14000.0,GUAYAS,2023,49000,MANUAL,HIDRAULICA,1000,4x2,AZUL,GASOLINA,
KIA,STONIC LX,15400.0,MANABI,2023,17000,MANUAL,ELECTRONICA,1000,4x2,AZUL,HIBRIDO,
KIA,STONIC,15400.0,MANABI,2023,17000,MANUAL,ELECTRONICA,1000,4x2,AZUL,HIBRIDO,
KIA,STONIC LX,15900.0,MANABI,2023,26300,MANUAL,MECANICA,1000,4x2,NEGRO,GASOLINA,
KIA,STONIC LX,16400.0,PICHINCHA,2023,13000,MANUAL,ELECTRONICA,1000,4x2,ROJO,GASOLINA,
KIA,STONIC,16400.0,PICHINCHA,2023,13000,MANUAL,ELECTRONICA,1000,4x2,ROJO,HIBRIDO,
KIA,STONIC LX,16470.0,PICHINCHA,2023,26158,MANUAL,ASISTIDA,1000,4x2,AZUL,GASOLINA,
HYUNDAI,GETZ,7990.0,IMBABURA,2008,249000,MANUAL,HIDRAULICA,1600,4x2,BLANCO,GASOLINA,
HYUNDAI,TUCSON,8900.0,PICHINCHA,2005,298000,AUTOMATICA,HIDRAULICA,2000,4x2,CELESTE,GASOLINA,
HYUNDAI,TUCSON TA,9400.0,TUNGURAHUA,2007,153000,TIPTRONIC,HIDRAULICA,2000,4x2,CREMA,GASOLINA,
HYUNDAI,TUCSON,9400.0,TUNGURAHUA,2007,153000,TIPTRONIC,HIDRAULICA,2000,4x2,CREMA,GASOLINA,
HYUNDAI,TUCSON TA,9000.0,TUNGURAHUA,2007,206000,TIPTRONIC,ELECTRONICA,2000,4x2,PLOMO,GASOLINA,
HYUNDAI,SONATA,7777.0,PICHINCHA,2004,153000,MANUAL,HIDRAULICA,2700,4x2,PLOMO,GASOLINA,
FORD,EXPLORER XLT,9900.0,PICHINCHA,2002,432000,AUTOMATICA,MECANICA,4000,4x4,CREMA,GASOLINA,
FORD,EXPLORER XLT,7900.0,PICHINCHA,2001,304000,MANUAL,ELECTRONICA,4000,4x4,ROJO,GASOLINA,
FORD,F150,7600.0,PICHINCHA,2002,282000,MANUAL,HIDRAULICA,4200,4x2,BLANCO,GASOLINA,
FORD,ESCAPE,9400.0,PICHINCHA,2009,275000,AUTOMATICA,HIDRAULICA,3000,4x4,VERDE,GASOLINA,
HYUNDAI,TUCSON NX4E,33900.0,COTOPAXI,2024,25700,AUTOMATICA,ASISTIDA,2000,4x2,ROJO,GASOLINA,
HYUNDAI,ACCENT,6900.0,PICHINCHA,2001,361307,MANUAL,HIDRAULICA,1500,4x2,CELESTE,GASOLINA,
FORD,ESCAPE,8900.0,COTOPAXI,2009,183000,TIPTRONIC,HIDRAULICA,3000,4x4,PLOMO,GASOLINA,
FORD,ESCAPE,8877.0,PICHINCHA,2008,240000,AUTOMATICA,HIDRAULICA,3000,AWD,PLOMO,GASOLINA,
FORD,ESCAPE,8900.0,PICHINCHA,2006,141000,AUTOMATICA,HIDRAULICA,3000,AWD,PLOMO,GASOLINA,
FORD,ESCAPE,8900.0,PICHINCHA,2006,230000,SECUENCIAL,HIDRAULICA,1451,AWD,VERDE,HIBRIDO,
FORD,ESCAPE,8400.0,PICHINCHA,2006,240000,AUTOMATICA,MECANICA,2500,AWD,PLOMO,GASOLINA,
FIAT,IDEA ADVENTURE,7900.0,PICHINCHA,2007,143000,MANUAL,ASISTIDA,1800,4x2,ROJO,GASOLINA,
FIAT,PALIO,8400.0,PICHINCHA,2013,155000,MANUAL,HIDRAULICA,1400,AWD,PLOMO,DIESEL,
FORD,F150 SUPER CREW,9900.0,LOS RIOS,2007,212000,ECVT,ELECTRONICA,2200,4x4,AMARILLO,GASOLINA,
HYUNDAI,CRETA,18990.0,EL ORO,2020,60000,MULTITRONIC,MECANICA,3497,4x2,CAFE,HIBRIDO,
HYUNDAI,H1,15990.0,PICHINCHA,2012,183000,MANUAL,MECANICA,2500,4x4,PLOMO,DIESEL,
HYUNDAI,CRETA,19500.0,PICHINCHA,2019,101766,MANUAL,HIDRAULICA,1600,AWD,PLOMO,GASOLINA,
HYUNDAI,CRETA,17600.0,TUNGURAHUA,2018,120000,MANUAL,HIDRAULICA,1600,4x2,PLOMO,GASOLINA,
HYUNDAI,IONIQ HYBRID,18900.0,PICHINCHA,2022,33000,AUTOMATICA,ELECTRONICA,1600,4x2,BLANCO,HIBRIDO,
HYUNDAI,IONIQ HYBRID,18900.0,PICHINCHA,2022,35200,AUTOMATICA,HIDRAULICA,1600,4x2,ROJO,GASOLINA,
HYUNDAI,IONIQ HYBRID,18900.0,PICHINCHA,2022,33000,AUTOMATICA,ELECTRONICA,1600,AWD,ROSADO,HIBRIDO,
HYUNDAI,CRETA,22490.0,PICHINCHA,2024,16300,MANUAL,HIDRAULICA,1600,4x2,BLANCO,GASOLINA,
HYUNDAI,CRETA,22300.0,PICHINCHA,2022,74551,AUTOMATICA,HIDRAULICA,1500,4x2,AZUL,GASOLINA,
HYUNDAI,CRETA,21700.0,IMBABURA,2022,60300,MANUAL,ELECTRONICA,1500,4x2,PLOMO,GASOLINA,
HYUNDAI,CRETA,21900.0,PICHINCHA,2022,46000,MANUAL,ELECTRONICA,1500,4x2,BLANCO,GASOLINA,
HYUNDAI,CRETA,21900.0,PICHINCHA,2022,46000,MANUAL,ELECTRONICA,1500,4x2,BLANCO,GASOLINA,
HYUNDAI,CRETA,20300.0,PICHINCHA,2020,98000,MANUAL,ELECTRONICA,1600,4x2,BLANCO,GASOLINA,
HYUNDAI,H1,17990.0,PICHINCHA,2012,183000,MANUAL,MECANICA,2500,4x4,PLOMO,HIBRIDO,
HYUNDAI,H1,17900.0,PICHINCHA,2011,182321,MANUAL,HIDRAULICA,2500,4x2,BLANCO,DIESEL,
HYUNDAI,H1,14300.0,IMBABURA,2011,200000,MANUAL,HIDRAULICA,1300,4x2,BLANCO,DIESEL,
HYUNDAI,TIBURÓN,14900.0,TUNGURAHUA,2007,150000,MANUAL,HIDRAULICA,2700,4x4,NEGRO,GASOLINA,
HYUNDAI,CRETA,16999.0,PICHINCHA,2019,100000,MANUAL,HIDRAULICA,1600,4x2,BLANCO,GASOLINA,
HYUNDAI,IONIQ 5,13990.0,IMBABURA,2019,67000,DSG,HIDRAULICA,5500,AWD,PLOMO,GASOLINA,
HYUNDAI,IONIQ HYBRID,12500.0,PICHINCHA,2018,104200,AUTOMATICA,HIDRAULICA,1600,4x2,PLOMO,HIBRIDO,
HYUNDAI,IONIQ HYBRID,14500.0,AZUAY,2018,83000,TIPTRONIC,ELECTRONICA,1600,4x2,PLOMO,HIBRIDO,
HYUNDAI,IONIQ HYBRID,13400.0,TUNGURAHUA,2017,98000,AUTOMATICA,HIDRAULICA,1600,4x2,PLOMO,GASOLINA,
HYUNDAI,IONIQ HYBRID,11490.0,GUAYAS,2017,120000,AUTOMATICA,HIDRAULICA,1600,AWD,PLOMO,HIBRIDO,
HYUNDAI,IONIQ HYBRID,13500.0,PICHINCHA,2017,54000,AUTOMATICA,ELECTRONICA,1600,4x2,PLOMO,HIBRIDO,
HYUNDAI,IONIQ HYBRID,13600.0,BOLIVAR,2017,95000,AUTOMATICA,HIDRAULICA,1498,AWD,PLOMO,HIBRIDO,
HYUNDAI,IONIQ LIMITED,16199.0,EL ORO,2018,105000,AUTOMATICA,MECANICA,3500,AWD,PLOMO,HIBRIDO,
HYUNDAI,IONIQ HYBRID,16368.0,MORONA SANTIAGO,2018,95000,AUTOMATICA,MECANICA,2499,AWD,AMARILLO,HIBRIDO,
HYUNDAI,IONIQ HYBRID,16000.0,PICHINCHA,2017,38000,AUTOMATICA,HIDRAULICA,1600,4x2,BLANCO,HIBRIDO,
HYUNDAI,IONIQ HYBRID,10900.0,PICHINCHA,2017,171000,AUTOMATICA,MECANICA,1600,4x2,NEGRO,HIBRIDO,
HYUNDAI,IONIQ HYBRID,10990.0,PICHINCHA,2017,148000,AUTOMATICA,HIDRAULICA,1600,4x2,BLANCO,GASOLINA,
